App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Sentiment_Subjectivity
Canvas Student,EDUCATION,4.5,42828.0,18.0,1000000,Free,0.0,Everyone,Education,"July 20, 2018",Varies with device,Varies with device,0.12500000000000003,0.38749999999999996
EasyBib: Citation Generator,EDUCATION,3.5,1405.0,7.3,100000,Free,0.0,Everyone,Education,"March 29, 2018",2.4.4,4.0 and up,0.07183166248955723,0.3912238930659983
Hotstar,ENTERTAINMENT,4.3,4885646.0,19.0,100000000,Free,0.0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device,0.03817782617308288,0.4939640988971346
H TV,ENTERTAINMENT,4.3,103078.0,5.6,5000000,Free,0.0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.3021153846153846,0.4085042735042735
DStv Now,ENTERTAINMENT,3.9,34923.0,19.0,5000000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.023143659003034004,0.5161311836311836
BBC Media Player,ENTERTAINMENT,3.4,87384.0,19.0,10000000,Free,0.0,Everyone,Entertainment,"September 14, 2016",Varies with device,Varies with device,-0.028519833754208763,0.43761078042328044
Amazon Prime Video,ENTERTAINMENT,4.2,411683.0,24.0,50000000,Free,0.0,Teen,Entertainment,"August 2, 2018",3.0.231.18141,4.1 and up,0.46111111111111114,0.5555555555555556
Cinemark Theatres,ENTERTAINMENT,4.1,21867.0,39.0,1000000,Free,0.0,Teen,Entertainment,"July 12, 2018",2.19.0,5.0 and up,0.07015540674603174,0.403097702991453
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747.0,19.0,10000000,Free,0.0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device,0.14260188855156386,0.5183011234796949
Harkins Theatres,ENTERTAINMENT,4.3,1511.0,12.0,100000,Free,0.0,Everyone,Entertainment,"June 11, 2018",2.1.1,4.1 and up,0.08864442831572625,0.490007597621234
AMC Theatres,ENTERTAINMENT,4.3,44550.0,72.0,1000000,Free,0.0,Everyone,Entertainment,"July 18, 2018",6.18.3,5.0 and up,0.13569444444444442,0.5781944444444445
Food Network,ENTERTAINMENT,4.1,7813.0,19.0,500000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.028354857681442188,0.4370341493404874
Cooking Channel,ENTERTAINMENT,4.1,1033.0,16.0,100000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.364018944018944,0.533577256077256
Animal Planet GO,ENTERTAINMENT,4.2,2442.0,9.6,100000,Free,0.0,Teen,Entertainment,"July 24, 2018",2.9.4,4.1 and up,0.2735714285714286,0.45373677248677247
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066.0,19.0,10000000,Free,0.0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device,0.17751003336940835,0.44489962443310654
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493.0,23.0,50000,Free,0.0,Everyone,Entertainment,"June 15, 2018",2.0.0,4.4 and up,0.0860583905828471,0.5070377689942908
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387.0,20.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.2112787731438599,0.5211220068298389
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841.0,19.0,5000000,Free,0.0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up,0.04809023630759121,0.49202284566083265
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706.0,19.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.35388257575757576,0.49546326754385966
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807.0,19.0,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.0510880756974507,0.40812905844155845
Comedy Central,ENTERTAINMENT,3.9,22378.0,19.0,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.17142376628681774,0.34690642241745184
CW Seed,ENTERTAINMENT,4.5,16372.0,13.0,500000,Free,0.0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,0.3055693342151675,0.5177009847148736
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723.0,32.0,10000000,Free,0.0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,-0.055652711720192906,0.5216060351511479
FOX,ENTERTAINMENT,3.7,197774.0,44.0,10000000,Free,0.0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,0.21398402523402524,0.4584032017365351
Hamilton — The Official App,ENTERTAINMENT,4.5,1575.0,43.0,100000,Free,0.0,Everyone,Entertainment,"July 13, 2018",2.3.2,5.0 and up,0.16104723181360084,0.43614353211823453
Funny Pics,ENTERTAINMENT,3.9,9941.0,19.0,1000000,Free,0.0,Teen,Entertainment,"July 7, 2017",Varies with device,Varies with device,0.15368272005772005,0.5721806553235125
Colorfy: Coloring Book for Adults - Free,ENTERTAINMENT,4.5,787177.0,19.0,10000000,Free,0.0,Everyone,Entertainment,"June 20, 2018",Varies with device,Varies with device,0.04678487879117243,0.6042470514179697
All Events in City,EVENTS,4.0,3782.0,9.5,100000,Free,0.0,Everyone,Events,"June 12, 2018",8.4,4.0.3 and up,0.5028597402597402,0.5618210678210679
DroidAdmin for Android - Advice,EVENTS,4.2,811.0,2.8,10000,Free,0.0,Everyone,Events,"May 29, 2018",3.8,4.0 and up,0.12617521367521367,0.5074501424501425
Happy Birthday Songs Offline,EVENTS,4.4,464.0,8.9,100000,Free,0.0,Everyone,Events,"December 4, 2017",1.3,4.1 and up,0.36470588235294116,0.634313725490196
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800.0,24.0,1000000,Free,0.0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up,0.3797400972400972,0.5702181577181578
Goldstar: Live Event Tickets,EVENTS,4.5,1953.0,9.7,100000,Free,0.0,Teen,Events,"August 1, 2018",Varies with device,Varies with device,0.5492664141414141,0.6354549062049062
Citibanamex Movil,FINANCE,3.6,52306.0,42.0,5000000,Free,0.0,Everyone,Finance,"July 27, 2018",20.1.0,5.0 and up,0.15006144781144778,0.5081359751359751
Bualuang mBanking,FINANCE,4.0,48445.0,10.0,5000000,Free,0.0,Everyone,Finance,"July 16, 2018",2.6.0,4.0.3 and up,0.004322019211725096,0.34824705387205385
BBVA Spain,FINANCE,4.2,36746.0,12.0,5000000,Free,0.0,Everyone,Finance,"July 24, 2018",Varies with device,Varies with device,0.515085705540251,0.5946316246884429
Ecobank Mobile Banking,FINANCE,4.0,12073.0,42.0,1000000,Free,0.0,Everyone,Finance,"May 25, 2018",3.3,4.2 and up,-0.014860031943365276,0.5415730180313514
Banorte Movil,FINANCE,4.1,111632.0,65.0,1000000,Free,0.0,Everyone,Finance,"June 9, 2018",5.10.1.40699,4.4 and up,0.116998667998668,0.5673119519369519
Credit Karma,FINANCE,4.7,706301.0,12.0,10000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.2700516800659658,0.5196421459492888
BZWBK24 mobile,FINANCE,4.5,64959.0,39.0,1000000,Free,0.0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up,0.3268825522303783,0.5547810559006211
"GCash - Buy Load, Pay Bills, Send Money",FINANCE,4.0,25508.0,12.0,1000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,4.2 and up,0.027082440851972103,0.3834686147186147
Google Pay,FINANCE,4.2,347838.0,12.0,100000000,Free,0.0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device,0.11568748609957398,0.5077741771354409
"Even - organize your money, get paid early",FINANCE,4.8,12304.0,21.0,100000,Free,0.0,Everyone,Finance,"August 2, 2018",6.0.16,5.0 and up,0.2839285714285714,0.4627380952380952
Digit Save Money Automatically,FINANCE,4.5,8188.0,22.0,100000,Free,0.0,Everyone,Finance,"July 31, 2018",2.29.01,4.1 and up,0.250246308750773,0.4027419926303855
Acorns - Invest Spare Change,FINANCE,4.3,45957.0,12.0,1000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.04666666666666667,0.20388888888888887
Expense IQ Money Manager,FINANCE,4.4,21570.0,27.0,1000000,Free,0.0,Everyone,Finance,"June 19, 2018",2.0.4,4.0 and up,0.22750618948703624,0.44198430929882543
Experian - Free Credit Report,FINANCE,4.6,23130.0,46.0,1000000,Free,0.0,Everyone,Finance,"July 12, 2018",2.1.4,4.2 and up,0.1705043708304578,0.5278456406717276
Branch,FINANCE,4.6,69973.0,3.8,1000000,Free,0.0,Everyone,Finance,"July 23, 2018",1.17.1,4.0 and up,0.26422979797979795,0.44464553386428385
CreditWise from Capital One,FINANCE,4.6,26587.0,8.4,1000000,Free,0.0,Everyone,Finance,"July 19, 2018",1.18.0,4.4 and up,0.23945429387863595,0.5351311517429939
Credit Sesame,FINANCE,4.3,25166.0,11.0,1000000,Free,0.0,Everyone,Finance,"July 25, 2018",3.1.16,4.1 and up,0.08866738579403051,0.3942038112959166
Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870.0,7.4,1000000,Free,0.0,Everyone,Finance,"July 24, 2018",2.9.5,4.0.3 and up,0.15972740535608182,0.4247380315762669
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24647.0,12.0,1000000,Free,0.0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device,0.24770376373317549,0.47396788404141343
Bloomberg Professional,FINANCE,4.1,3334.0,12.0,500000,Free,0.0,Everyone,Finance,"July 23, 2018",Varies with device,Varies with device,-0.023352723665223663,0.3632434613997114
E*TRADE Mobile,FINANCE,3.9,10658.0,58.0,1000000,Free,0.0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up,0.15327341401364838,0.49361037978225475
Fox Business,FINANCE,3.7,2594.0,12.0,500000,Free,0.0,Everyone,Finance,"March 13, 2018",Varies with device,Varies with device,0.08882674106938812,0.5015917069042068
Current debit card and app made for teens,FINANCE,4.3,685.0,21.0,50000,Free,0.0,Everyone,Finance,"August 3, 2018",3.0.22,4.4 and up,0.3272583733540765,0.4721886874699375
Betterment,FINANCE,4.4,3780.0,11.0,100000,Free,0.0,Everyone,Finance,"August 3, 2018",6.0.6,5.0 and up,0.14325219763259925,0.5105452301501409
Citizens Bank Mobile Banking,FINANCE,4.1,15192.0,38.0,1000000,Free,0.0,Everyone,Finance,"May 23, 2018",4.2.1,4.1 and up,0.013179054741554742,0.49393451290772716
GoBank,FINANCE,4.4,5950.0,12.0,500000,Free,0.0,Everyone,Finance,"June 1, 2018",2.131,4.1 and up,0.039100828396805405,0.5303020581933049
BBVA Compass Banking,FINANCE,4.3,5905.0,50.0,500000,Free,0.0,Everyone,Finance,"July 27, 2018",6.0.2,4.4 and up,0.2055902244649166,0.4824433106575964
BankMobile Vibe App,FINANCE,4.3,14627.0,23.0,1000000,Free,0.0,Everyone,Finance,"July 9, 2018",5.1,4.1 and up,0.35345457682414205,0.5646099190664409
ACE Elite,FINANCE,4.1,2898.0,45.0,100000,Free,0.0,Everyone,Finance,"May 9, 2018",4.10.0,4.4 and up,0.25217091550424886,0.44258938592271924
Associated Credit Union Mobile,FINANCE,4.7,3290.0,12.0,50000,Free,0.0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up,0.3880928287981859,0.5595348639455783
Bank of America Mobile Banking,FINANCE,4.4,341090.0,53.0,10000000,Free,0.0,Everyone,Finance,"July 31, 2018",7.8.8,4.4 and up,0.1800268291975881,0.4850038651824366
Discover Mobile,FINANCE,4.6,87951.0,68.0,5000000,Free,0.0,Everyone,Finance,"July 23, 2018",9.7.0,4.1 and up,-0.0416666666666666,0.5277777777777778
Amex Mobile,FINANCE,4.3,24729.0,32.0,1000000,Free,0.0,Everyone,Finance,"August 3, 2018",6.7.0,5.0 and up,0.17566632595799261,0.4177012452568008
Citi Mobile®,FINANCE,4.0,78306.0,46.0,5000000,Free,0.0,Everyone,Finance,"July 31, 2018",9.9.0,4.4 and up,-0.03873065476190478,0.4984982638888889
Chase Mobile,FINANCE,4.6,1374549.0,32.0,10000000,Free,0.0,Everyone,Finance,"July 23, 2018",3.52,5.0 and up,0.048165996701710984,0.488717625876108
HDFC Bank MobileBanking,FINANCE,4.2,208463.0,12.0,10000000,Free,0.0,Everyone,Finance,"July 26, 2018",Varies with device,Varies with device,0.11144867037724179,0.5096762265512265
Barclays US for Android,FINANCE,4.1,6998.0,24.0,1000000,Free,0.0,Everyone,Finance,"August 1, 2018",6.29.37589,5.0 and up,0.017928003998316493,0.41255418771043767
Easy Recipes,FOOD_AND_DRINK,4.7,2707.0,8.9,100000,Free,0.0,Everyone,Food & Drink,"May 15, 2018",2.12,4.0.3 and up,0.27053819444444444,0.5101388888888889
Debonairs Pizza,FOOD_AND_DRINK,3.8,3320.0,8.4,500000,Free,0.0,Everyone,Food & Drink,"August 4, 2018",1.9.117,4.0.3 and up,0.0465277777777778,0.6054166666666667
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103.0,66.0,1000000,Free,0.0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up,0.1965599297808238,0.47051000630182965
Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944.0,35.0,5000000,Free,0.0,Everyone,Food & Drink,"August 2, 2018",7.12,5.0 and up,0.12273932938406622,0.47002923976608185
Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935.0,17.5,10000000,Free,0.0,Everyone,Food & Drink,"July 20, 2018",Varies with device,Varies with device,0.20907864159338213,0.5032287457102147
Dairy Queen,FOOD_AND_DRINK,3.7,731.0,43.0,100000,Free,0.0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up,0.1894097222222222,0.37438271604938267
Healthy Recipes Free,FOOD_AND_DRINK,4.0,1077.0,17.0,100000,Free,0.0,Everyone,Food & Drink,"October 18, 2017",3.2.0,4.0.3 and up,0.4033939116439117,0.5317927072927073
Cookbook Recipes,FOOD_AND_DRINK,4.1,46539.0,17.5,5000000,Free,0.0,Teen,Food & Drink,"July 23, 2018",Varies with device,Varies with device,0.565437038093288,0.6426115401115401
Easy Healthy Recipes,FOOD_AND_DRINK,4.1,278.0,7.2,50000,Free,0.0,Everyone,Food & Drink,"July 20, 2018",24.5.0,4.0 and up,0.445762473876698,0.5893495297805643
Allrecipes Dinner Spinner,FOOD_AND_DRINK,4.5,61881.0,17.5,5000000,Free,0.0,Everyone,Food & Drink,"April 10, 2018",Varies with device,Varies with device,0.2729995443153338,0.5816768246373509
Cookpad,FOOD_AND_DRINK,4.5,131569.0,8.2,10000000,Free,0.0,Everyone,Food & Drink,"August 3, 2018",2.76.2.0-android,4.2 and up,0.2574367684784351,0.5483966650633317
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986.0,76.0,1000000,Free,0.0,Teen,Food & Drink,"November 23, 2017",5.7.23,5.0 and up,0.3282224025974026,0.49978214060245313
Foursquare City Guide,FOOD_AND_DRINK,4.1,483960.0,17.5,10000000,Free,0.0,Teen,Food & Drink,"July 23, 2018",Varies with device,Varies with device,0.20027867965367965,0.42221578025149453
Eat24 Food Delivery & Takeout,FOOD_AND_DRINK,4.3,40116.0,17.5,1000000,Free,0.0,Everyone,Food & Drink,"August 2, 2018",Varies with device,Varies with device,0.1716105214230214,0.5470710770710772
BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51517.0,17.5,1000000,Free,0.0,Everyone,Food & Drink,"August 1, 2018",Varies with device,Varies with device,0.4087426900584795,0.6176803118908382
EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690.0,25.0,100000,Free,0.0,Everyone,Food & Drink,"July 3, 2018",3.1.14,5.0 and up,0.3832653026403026,0.5136076011076011
Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755.0,8.5,100000,Free,0.0,Everyone,Food & Drink,"July 20, 2018",2.4.11,6.0 and up,0.21737478089040588,0.5137362637362637
DoorDash - Food Delivery,FOOD_AND_DRINK,4.5,104504.0,17.5,1000000,Free,0.0,Everyone,Food & Drink,"July 31, 2018",Varies with device,Varies with device,0.07240710302429051,0.44422497723837007
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156.0,15.0,10000000,Free,0.0,Everyone,Health & Fitness,"June 28, 2018",Varies with device,Varies with device,0.3383518564768565,0.5552208555333555
30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,4.8,471036.0,13.0,10000000,Free,0.0,Everyone,Health & Fitness,"August 3, 2018",Varies with device,4.0 and up,0.33353687339286414,0.5585879078678617
Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705.0,15.0,1000000,Free,0.0,Everyone,Health & Fitness,"July 10, 2018",1.0.2,4.0 and up,0.5234495192307692,0.47010378510378514
Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706.0,9.4,100000,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",1.0.5,4.1 and up,0.17526900953984287,0.5471371452621452
Fitbit,HEALTH_AND_FITNESS,3.9,357417.0,13.0,10000000,Free,0.0,Everyone,Health & Fitness,"July 26, 2018",Varies with device,Varies with device,0.24555465367965365,0.5822820466570467
Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116.0,4.0,500000,Free,0.0,Everyone,Health & Fitness,"July 30, 2018",1.1.22,4.1 and up,0.3521468253968254,0.6174126984126984
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071.0,6.9,100000,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",1.0.12,4.1 and up,0.21741882334004728,0.4469090862840863
Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294.0,11.0,1000000,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",3.0.7,4.1 and up,0.3480287178805847,0.5369835099867568
Garmin Connect™,HEALTH_AND_FITNESS,3.9,232153.0,13.0,10000000,Free,0.0,Everyone,Health & Fitness,"August 2, 2018",Varies with device,Varies with device,0.15480992965367965,0.4854234758297259
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709.0,15.0,5000000,Free,0.0,Everyone,Health & Fitness,"July 26, 2018",2.8.2,5.0 and up,0.29227532274407275,0.49825571575571576
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029.0,4.3,1000000,Free,0.0,Everyone,Health & Fitness,"August 4, 2018",2.6,4.2 and up,0.28197840354090353,0.47691442816442814
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873516.0,13.0,50000000,Free,0.0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device,0.21652262369662179,0.474814114742441
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721.0,67.0,10000000,Free,0.0,Everyone,Health & Fitness,"July 11, 2018",3.5.0,5.0 and up,0.2648642413061273,0.5346484758473062
Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445.0,48.0,500000,Free,0.0,Everyone,Health & Fitness,"July 2, 2018",112.0,4.4 and up,0.33737879109977326,0.5205262651534973
"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848.0,13.0,1000000,Free,0.0,Everyone,Health & Fitness,"July 18, 2018",2.6,4.1 and up,0.4482204861111111,0.5969551282051282
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299.0,31.0,5000000,Free,0.0,Everyone,Health & Fitness,"July 16, 2018",3.48,4.1 and up,0.19199594209527243,0.5265805589912732
7 Minute Workout,HEALTH_AND_FITNESS,4.5,399009.0,13.0,10000000,Free,0.0,Everyone,Health & Fitness,"June 8, 2018",Varies with device,Varies with device,0.41027777777777774,0.6212481962481963
Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104.0,25.0,10000000,Free,0.0,Everyone,Health & Fitness,"August 3, 2018",5.3,5.0 and up,0.2742506820436508,0.46370628720238094
Daily Workouts - Exercise Fitness Routine Trainer,HEALTH_AND_FITNESS,4.4,134195.0,13.0,10000000,Free,0.0,Everyone,Health & Fitness,"June 14, 2018",Varies with device,Varies with device,0.8,0.75
Google Fit - Fitness Tracking,HEALTH_AND_FITNESS,3.9,249855.0,13.0,10000000,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",Varies with device,Varies with device,0.1300530303030303,0.4778642676767677
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769.0,35.0,5000000,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up,0.2570176467051467,0.5669227994227994
Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945.0,12.0,500000,Free,0.0,Teen,Health & Fitness,"May 17, 2018",2.6.1,4.2 and up,0.2918472637721826,0.5268369912690124
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506.0,15.0,100000,Free,0.0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up,0.25801367845117845,0.5510479902042402
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111450.0,13.0,5000000,Free,0.0,Everyone,Health & Fitness,"August 5, 2018",Varies with device,Varies with device,0.2895242009211789,0.5233274820417678
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563.0,39.0,10000000,Free,0.0,Everyone,Health & Fitness,"July 23, 2018",3.6.4,4.2 and up,0.2270075757575757,0.42147727272727276
Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145.0,23.0,1000000,Free,0.0,Everyone,Health & Fitness,"August 1, 2018",7.3.4-play,5.0 and up,0.5953125,0.5416666666666666
"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326.0,28.0,1000000,Free,0.0,Teen,Health & Fitness,"August 4, 2018",2.9.18,4.1 and up,0.5050367080835831,0.501774753024753
Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674.0,6.1,1000000,Free,0.0,Everyone,Health & Fitness,"July 31, 2018",4.5.4,4.1 and up,0.27732642225499365,0.4943462357748072
Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402.0,13.0,1000000,Free,0.0,Everyone,Health & Fitness,"August 3, 2018",Varies with device,Varies with device,0.35421692335820487,0.4977620327410244
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439.0,19.0,1000000,Free,0.0,Everyone,Health & Fitness,"July 16, 2018",6.5.1,5.0 and up,0.37584199559148174,0.5599666010020583
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490.0,3.8,500000,Free,0.0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up,0.4707328206587227,0.49545471424337406
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061.0,5.5,100000,Free,0.0,Everyone,Health & Fitness,"August 27, 2016",2.3.4,5.0 and up,0.24751868247122885,0.5126753949820021
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895.0,3.3,500000,Free,0.0,Everyone,Health & Fitness,"July 15, 2018",3.3,4.0 and up,0.39151077097505665,0.5183584892290249
Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606.0,13.0,1000000,Free,0.0,Everyone,Health & Fitness,"March 22, 2018",Varies with device,Varies with device,0.229177692374865,0.5049347109876211
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324.0,4.0,100000,Free,0.0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up,0.09797280294231513,0.44987611304684477
Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469.0,3.6,100000,Free,0.0,Everyone,Health & Fitness,"July 23, 2014",1.0.9,2.3 and up,0.2450441468253968,0.5294246031746032
Happify,HEALTH_AND_FITNESS,3.7,1812.0,37.0,100000,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",1.31.0-15160.950adac99,4.4 and up,0.21889678030303028,0.34500000000000003
Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724.0,13.0,1000000,Free,0.0,Everyone,Health & Fitness,"August 17, 2017",Varies with device,Varies with device,0.2832687528520862,0.4587343135259802
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038.0,10.0,500000,Free,0.0,Everyone,Health & Fitness,"July 15, 2018",5.2,4.4 and up,0.22173148899711398,0.5443468915343915
7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799.0,13.0,500000,Free,0.0,Teen,Health & Fitness,"July 31, 2018",Varies with device,Varies with device,0.3246701388888889,0.5671585648148147
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386.0,9.85,1000000,Free,0.0,Everyone,House & Home,"June 21, 2018",Varies with device,Varies with device,0.29299168634395906,0.462912321264594
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000.0,18.0,1000000,Free,0.0,Everyone,House & Home,"July 28, 2018",9.6.8,4.1 and up,0.23836580086580086,0.4356902356902357
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481.0,7.5,1000000,Free,0.0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up,0.4664228723404255,0.5809655146534579
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054.0,9.1,1000000,Free,0.0,Everyone,House & Home,"July 12, 2018",6.7.12.2018,4.0.3 and up,0.4308228519166019,0.6011085211085211
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117.0,13.0,1000000,Free,0.0,Everyone,House & Home,"June 29, 2018",3.6,4.0.3 and up,-0.003732900432900429,0.48327186147186146
DIY On A Budget,HOUSE_AND_HOME,4.7,114.0,8.3,10000,Free,0.0,Teen,House & Home,"February 18, 2018",2.1,4.1 and up,0.44806264074729985,0.5576276837640475
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287.0,27.0,100000,Free,0.0,Everyone,House & Home,"May 29, 2018",2.4.2,4.4 and up,-0.03836728574277404,0.4402344652344652
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43800.0,9.85,1000000,Free,0.0,Everyone,House & Home,"July 6, 2018",Varies with device,Varies with device,0.20145736208236206,0.48728809385059385
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584.0,16.0,1000000,Free,0.0,Everyone,House & Home,"July 16, 2018",4.7.13,4.4 and up,0.07240305487588096,0.4129084844302236
Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305.0,9.85,5000000,Free,0.0,Everyone,House & Home,"July 31, 2018",Varies with device,Varies with device,0.33757424242424244,0.4758727272727273
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273.0,7.0,50000,Free,0.0,Everyone,House & Home,"May 30, 2018",1.2,4.0.3 and up,0.19186666666666669,0.6261428571428571
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280.0,77.0,1000000,Free,0.0,Everyone,House & Home,"June 29, 2018",5.0.1,4.0.3 and up,0.02439102564102565,0.3499928774928775
Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478.0,5.7,100000,Free,0.0,Everyone,House & Home,"March 13, 2015",1.2,3.0 and up,0.245,0.2
Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427.0,5.3,500000,Free,0.0,Everyone,House & Home,"March 12, 2015",1.4,3.0 and up,0.36267578125,0.5115454545454545
